Dengue Serotype,Dengue Protein ,Interaction type,Gene symbol,Human Protein,NCBI,Method ,Details,Author,PUBMED ID/link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7431,VIM,http://www.ncbi.nlm.nih.gov/gene/7431,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7709,ZBTB17,http://www.ncbi.nlm.nih.gov/gene/7709,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,51538,ZCCHC17,http://www.ncbi.nlm.nih.gov/gene/51538,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7694,ZNF135,http://www.ncbi.nlm.nih.gov/gene/7694,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,10524,KAT5,http://www.ncbi.nlm.nih.gov/gene/10524,yeast Two Hybrid Test ,"Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,336,APOA2,http://www.ncbi.nlm.nih.gov/gene/336, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,1193,CLIC2,http://www.ncbi.nlm.nih.gov/gene/1193, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Binds to,1191,CLU,http://www.ncbi.nlm.nih.gov/gene/1191, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Upregulates,1191,CLU,http://www.ncbi.nlm.nih.gov/gene/1191, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,associates with,22993,HMGXB3,http://www.ncbi.nlm.nih.gov/gene/22993, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,4763,NF1,http://www.ncbi.nlm.nih.gov/gene/4763, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,downregulates,9943,OXSR1,http://www.ncbi.nlm.nih.gov/gene/9943, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,associates with,5037,PEBP1,http://www.ncbi.nlm.nih.gov/gene/5037, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Binds to,5340,PLG,http://www.ncbi.nlm.nih.gov/gene/5340, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,4550,RNR2,http://www.ncbi.nlm.nih.gov/gene/4550, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,downregulates,56900,TMEM167B,http://www.ncbi.nlm.nih.gov/gene/56900, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,downregulates,10140,TOB1,http://www.ncbi.nlm.nih.gov/gene/10140, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,associates with,10099,TSPAN3,http://www.ncbi.nlm.nih.gov/gene/10099, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,downregulates,10099,TSPAN3,http://www.ncbi.nlm.nih.gov/gene/10099, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,7846,TUBA1A,http://www.ncbi.nlm.nih.gov/gene/7846, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,22891,ZNF365,http://www.ncbi.nlm.nih.gov/gene/6993, Bacterial Two Hybrid Test,Dengue-2 Structural Proteins Associate with Human Proteins to Produce a Coagulation and Innate Immune Response Biased Interactome,Brenda B Folly et al.,PMC3037883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,259282,BOD1L,http://www.ncbi.nlm.nih.gov/gene/259282,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,80011,FAM192A,http://www.ncbi.nlm.nih.gov/gene/80011,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,3309,HSPA5,http://www.ncbi.nlm.nih.gov/gene/3309,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,9208,LRRFIP1,http://www.ncbi.nlm.nih.gov/gene/9208,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,856095,RRP12,http://www.ncbi.nlm.nih.gov/gene/856095,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,57862,ZNF410,http://www.ncbi.nlm.nih.gov/gene/57862,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,57062,DDX24,http://www.ncbi.nlm.nih.gov/gene/57062,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,139341,FUNDC1,http://www.ncbi.nlm.nih.gov/gene/139341,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PrM/M,Interacts with,65991,FUNDC2,http://www.ncbi.nlm.nih.gov/gene/65991,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,interacts with,79958,DENND1C,http://www.ncbi.nlm.nih.gov/gene/79958,yeast Two Hybrid Test ,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,Interacts with,30836,DNTTIP2,http://www.ncbi.nlm.nih.gov/gene/30836,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NS5,Interacts with,10241,CALCOCO2,http://www.ncbi.nlm.nih.gov/gene/10241,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NS5,interacts with,3309,HSPA5,http://www.ncbi.nlm.nih.gov/gene/3309,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,interacts with,6125,RPL5,http://www.ncbi.nlm.nih.gov/gene/6125,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NS3,interacts with,6741,SSB,http://www.ncbi.nlm.nih.gov/gene/6741,Yeast Two Hybrid Test ,La protein Binds to NS5 and NS3 and to the 5′and 3′ends of Dengue 4 virus RNA,"García-Montalvo BM, Medina F, del Angel RM",doi:10.1016/j.virusres.2004.01.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NS5,Interacts with,6741,SSB,http://www.ncbi.nlm.nih.gov/gene/6741,yeast Two Hybrid Test ,La protein Binds to NS5 and NS3 and to the 5′and 3′ends of Dengue 4 virus RNA,"García-Montalvo BM, Medina F, del Angel RM",doi:10.1016/j.virusres.2004.01.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",C,Interacts with,57862,ZNF410,http://www.ncbi.nlm.nih.gov/gene/57862,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",C,Interacts with,3309,HSPA5,http://www.ncbi.nlm.nih.gov/gene/3309,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",E,interacts with,3043,HBB,http://www.ncbi.nlm.nih.gov/gene/3043,yeast Two Hybrid Test & Co-AP assay,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",E,Interacts with,9208,LRRFIP1,http://www.ncbi.nlm.nih.gov/gene/9208,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",E,Interacts with,6201,RPS7,http://www.ncbi.nlm.nih.gov/gene/6201,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,8546,AP3B1,http://www.ncbi.nlm.nih.gov/gene/8546,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,329,BIRC2,http://www.ncbi.nlm.nih.gov/gene/329,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,79958,DENND1C,http://www.ncbi.nlm.nih.gov/gene/79958,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,23560,GTPBP4,http://www.ncbi.nlm.nih.gov/gene/23560,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,4673,NAP1L1,http://www.ncbi.nlm.nih.gov/gene/4673,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS3,Interacts with,3309,HSPA5,http://www.ncbi.nlm.nih.gov/gene/3309,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,23253,ANKRD12,http://www.ncbi.nlm.nih.gov/gene/23253,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,8546,AP3B1,http://www.ncbi.nlm.nih.gov/gene/8546,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,329,BIRC2,http://www.ncbi.nlm.nih.gov/gene/329,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,259282,BOD1L,http://www.ncbi.nlm.nih.gov/gene/259282,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,917,CD3G,http://www.ncbi.nlm.nih.gov/gene/917,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,79958,DENND1C,http://www.ncbi.nlm.nih.gov/gene/79958,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,23560,GTPBP4,http://www.ncbi.nlm.nih.gov/gene/23560,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,3615,IMPDH2,http://www.ncbi.nlm.nih.gov/gene/3615,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,4673,NAP1L1,http://www.ncbi.nlm.nih.gov/gene/4673,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,6128,RPL6,http://www.ncbi.nlm.nih.gov/gene/6128,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,6232,RPS27,http://www.ncbi.nlm.nih.gov/gene/6232,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,6280,S100A9,http://www.ncbi.nlm.nih.gov/gene/6280,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,Interacts with,84124,ZNF394,http://www.ncbi.nlm.nih.gov/gene/84124,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,interacts with,2804,GOLGB1,http://www.ncbi.nlm.nih.gov/gene/2804,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2",NS5,mediated by,6773,STAT2,http://www.ncbi.nlm.nih.gov/gene/6773,yeast Two Hybrid Test ,STAT2 mediates innate immunity to Dengue virus in the absence of STAT1 via the type I interferon receptor.,Perry ST et al.,"PMID:21379341,PMC3040673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",C,interacts with,7110,TMF1,http://www.ncbi.nlm.nih.gov/gene/7110,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,Interacts with,3039,HBA1,http://www.ncbi.nlm.nih.gov/gene/3039,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,Interacts with,4520,MTF1,http://www.ncbi.nlm.nih.gov/gene/4520,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,Interacts with,29959,NRBP1,http://www.ncbi.nlm.nih.gov/gene/29959,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,Interacts with,10956,OS9,http://www.ncbi.nlm.nih.gov/gene/10956,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,Interacts with,57862,ZNF410,http://www.ncbi.nlm.nih.gov/gene/57862,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3",NS5,interacts with,30836,DNTTIP2,http://www.ncbi.nlm.nih.gov/gene/30836,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Interacts with,10541,ANP32B,http://www.ncbi.nlm.nih.gov/gene/10541,Yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Interacts with,11151,CORO1A,http://www.ncbi.nlm.nih.gov/gene/11151,Yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Interacts with,80011,FAM192A,http://www.ncbi.nlm.nih.gov/gene/80011,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Interacts with,6136,RPL12,http://www.ncbi.nlm.nih.gov/gene/6136,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Interacts with,11059,WWP1,http://www.ncbi.nlm.nih.gov/gene/11059,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,23253,ANKRD12,http://www.ncbi.nlm.nih.gov/gene/23253,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,8546,AP3B1,http://www.ncbi.nlm.nih.gov/gene/8546,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,329,BIRC2,http://www.ncbi.nlm.nih.gov/gene/329,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,259282,BOD1L,http://www.ncbi.nlm.nih.gov/gene/259282,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,917,CD3G,http://www.ncbi.nlm.nih.gov/gene/917,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,23560,GTPBP4,http://www.ncbi.nlm.nih.gov/gene/23560,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:21909430,PMC3164731
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,3039,HBA1,http://www.ncbi.nlm.nih.gov/gene/3039,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,6128,RPL6,http://www.ncbi.nlm.nih.gov/gene/6128,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,6201,RPS7,http://www.ncbi.nlm.nih.gov/gene/6201,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,856095,RRP12,http://www.ncbi.nlm.nih.gov/gene/856095,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,6280,S100A9,http://www.ncbi.nlm.nih.gov/gene/6280,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,interacts with,6232,RPS27,http://www.ncbi.nlm.nih.gov/gene/6232,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
